"","st_abb","st_code","date","stability","ppt","tmax","tmin","tavg","dday_a0C","dday_a5C","dday_a8C","dday_a10C","dday_a12C","dday_a15C","dday_a18C","dday_a20C","dday_a21C","dday_a25C","dday_a29C","dday_a30C","dday_a31C","dday_a32C","dday_a33C","dday_a34C","dday_b15C","dday_b18C","dday_b21C"
"114845","NY",36,20230728,"stable",6.543,27.031,18.517,22.774,22.774,17.774,14.774,12.774,10.774,7.774,4.851,3.16,2.472,0.593,0.049,0.021,0.008,0.002,0,0,0,0.077,0.698
"114846","NY",36,20230729,"stable",0.627,29.822,19.24,24.531,24.531,19.531,16.531,14.531,12.531,9.531,6.559,4.762,3.965,1.526,0.199,0.065,0.01,0.001,0,0,0,0.028,0.434
"114847","NY",36,20230730,"stable",18.433,24.804,11.778,18.291,18.291,13.291,10.291,8.298,6.432,4.122,2.373,1.498,1.15,0.277,0.019,0.005,0.001,0,0,0,0.831,2.082,3.859
"114848","NY",36,20230731,"stable",0.131,22.86,11.456,17.158,17.158,12.158,9.158,7.181,5.336,3.102,1.466,0.674,0.38,0.003,0,0,0,0,0,0,0.944,2.308,4.223
"114849","OH",39,20230701,"stable",2.577,29.417,20.28,24.848,24.848,19.848,16.848,14.848,12.848,9.848,6.849,4.877,3.971,1.402,0.104,0.017,0.001,0,0,0,0,0,0.123
"114850","OH",39,20230702,"stable",11.864,27.781,20.137,23.959,23.959,18.959,15.959,13.959,11.959,8.959,5.959,3.979,3.1,0.75,0,0,0,0,0,0,0,0,0.14
"114851","OH",39,20230703,"stable",11.893,28.265,18.709,23.487,23.487,18.487,15.487,13.487,11.487,8.487,5.491,3.712,2.994,0.868,0.015,0.001,0,0,0,0,0,0.004,0.506
"114852","OH",39,20230704,"stable",4.779,27.207,18.746,22.977,22.977,17.977,14.977,12.977,10.977,7.977,4.981,3.206,2.501,0.518,0,0,0,0,0,0,0,0.004,0.524
"114853","OH",39,20230705,"stable",0.256,30.324,18.692,24.508,24.508,19.508,16.508,14.508,12.508,9.508,6.533,4.741,3.986,1.634,0.23,0.071,0.008,0,0,0,0,0.026,0.478
"114854","OH",39,20230706,"stable",1.132,31.62,19.863,25.742,25.742,20.742,17.742,15.742,13.742,10.742,7.745,5.808,4.942,2.273,0.551,0.274,0.085,0.011,0,0,0,0.004,0.2
"114855","OH",39,20230707,"stable",5.793,29.862,19.029,24.445,24.445,19.445,16.445,14.445,12.445,9.445,6.464,4.622,3.843,1.479,0.158,0.04,0.003,0,0,0,0,0.019,0.398
"114856","OH",39,20230708,"stable",0.056,28.318,17.397,22.858,22.858,17.858,14.858,12.858,10.858,7.885,5.042,3.477,2.824,0.857,0.039,0.007,0,0,0,0,0.027,0.184,0.966
"114857","OH",39,20230709,"stable",7.975,26.329,17.321,21.825,21.825,16.825,13.825,11.825,9.825,6.828,3.992,2.51,1.912,0.314,0.005,0,0,0,0,0,0.003,0.167,1.087
"114858","OH",39,20230710,"stable",1.209,25.465,14.604,20.034,20.034,15.034,12.034,10.034,8.034,5.099,2.88,1.758,1.288,0.105,0,0,0,0,0,0,0.065,0.846,2.254
"114859","OH",39,20230711,"stable",0.011,28.438,15.736,22.087,22.087,17.087,14.087,12.087,10.087,7.094,4.523,3.19,2.608,0.797,0.014,0,0,0,0,0,0.007,0.435,1.521
"114860","OH",39,20230712,"stable",0.843,29.586,17.933,23.76,23.76,18.76,15.76,13.76,11.76,8.76,5.834,4.177,3.475,1.292,0.097,0.024,0.002,0,0,0,0,0.074,0.715
"114861","OH",39,20230713,"stable",2.57,29.353,19.724,24.538,24.538,19.538,16.538,14.538,12.538,9.538,6.549,4.639,3.796,1.343,0.105,0.022,0.001,0,0,0,0,0.011,0.257
"114862","OH",39,20230714,"stable",3.05,28.771,17.864,23.317,23.317,18.317,15.317,13.317,11.317,8.32,5.481,3.865,3.179,1.151,0.175,0.064,0.009,0,0,0,0.003,0.163,0.861
"114863","OH",39,20230715,"stable",0.985,30.131,18.586,24.358,24.358,19.358,16.358,14.358,12.358,9.358,6.371,4.595,3.854,1.542,0.19,0.06,0.015,0.001,0,0,0,0.013,0.496
"114864","OH",39,20230716,"stable",10.318,26.426,18.728,22.577,22.577,17.577,14.577,12.577,10.577,7.577,4.584,2.843,2.162,0.417,0.007,0,0,0,0,0,0,0.007,0.585
"114865","OH",39,20230717,"stable",0.989,27.905,18.612,23.258,23.258,18.258,15.258,13.258,11.258,8.259,5.286,3.523,2.809,0.726,0.001,0,0,0,0,0,0.001,0.028,0.551
"114866","OH",39,20230718,"stable",6.937,27.757,16.192,21.975,21.975,16.975,13.975,11.975,9.975,6.987,4.31,2.952,2.367,0.596,0.001,0,0,0,0,0,0.013,0.335,1.392
"114867","OH",39,20230719,"stable",3.835,27.258,16.173,21.716,21.716,16.716,13.716,11.716,9.716,6.736,4.101,2.749,2.174,0.482,0.009,0,0,0,0,0,0.021,0.385,1.458
"114868","OH",39,20230720,"stable",0.024,27.929,18.055,22.992,22.992,17.992,14.992,12.992,10.992,8.001,5.111,3.445,2.747,0.721,0.001,0,0,0,0,0,0.01,0.119,0.755
"114869","OH",39,20230721,"stable",13.41,30.034,17.128,23.581,23.581,18.581,15.581,13.581,11.581,8.581,5.717,4.186,3.524,1.402,0.139,0.02,0,0,0,0,0,0.136,0.943
"114870","OH",39,20230722,"stable",0.002,25.826,14.162,19.994,19.994,14.994,11.994,9.994,7.994,5.15,2.994,1.879,1.406,0.143,0,0,0,0,0,0,0.156,1,2.412
"114871","OH",39,20230723,"stable",0.346,27.257,14.612,20.934,20.934,15.934,12.934,10.934,8.934,6.008,3.717,2.514,1.992,0.428,0,0,0,0,0,0,0.074,0.783,2.057
"114872","OH",39,20230724,"stable",3.127,28.137,15.66,21.898,21.898,16.898,13.898,11.898,9.898,6.907,4.352,3.038,2.465,0.698,0.006,0,0,0,0,0,0.009,0.453,1.567
"114873","OH",39,20230725,"stable",6.833,28.982,16.717,22.849,22.849,17.849,14.85,12.85,10.85,7.849,5.046,3.601,2.974,1.007,0.028,0.002,0,0,0,0,0,0.196,1.125
"114874","OH",39,20230726,"stable",0.257,28.833,17.515,23.174,23.174,18.174,15.174,13.174,11.174,8.174,5.267,3.705,3.044,1.005,0.045,0.006,0,0,0,0,0,0.093,0.87
"114875","OH",39,20230727,"stable",7.177,31.462,20.608,26.035,26.035,21.035,18.035,16.035,14.035,11.035,8.036,6.079,5.157,2.306,0.53,0.255,0.075,0.011,0,0,0,0.001,0.122
"114876","OH",39,20230728,"stable",3.204,30.94,20.878,25.909,25.909,20.909,17.909,15.909,13.909,10.909,7.913,5.946,4.995,2.122,0.438,0.201,0.059,0.008,0,0,0,0.003,0.086
"114877","OH",39,20230729,"stable",18.198,30.089,20.089,25.089,25.089,20.089,17.089,15.089,13.089,10.089,7.089,5.127,4.242,1.661,0.233,0.086,0.02,0.004,0,0,0,0,0.153
"114878","OH",39,20230730,"stable",1.216,28.206,16.464,22.335,22.335,17.335,14.335,12.335,10.335,7.344,4.671,3.252,2.645,0.802,0.049,0.018,0.005,0,0,0,0.009,0.336,1.31
"114879","OH",39,20230731,"stable",1.96,27.944,14.941,21.442,21.442,16.442,13.442,11.442,9.444,6.567,4.167,2.902,2.352,0.673,0.022,0.004,0,0,0,0,0.125,0.724,1.91
"114880","OK",40,20230701,"stable",4.177,35.08,21.294,28.187,28.187,23.187,20.187,18.187,16.187,13.188,10.229,8.338,7.427,4.199,1.907,1.469,1.08,0.741,0.453,0.224,0.001,0.042,0.24
"114881","OK",40,20230702,"stable",0.178,31.802,18.887,25.344,25.344,20.344,17.344,15.344,13.344,10.346,7.411,5.599,4.795,2.266,0.602,0.334,0.143,0.033,0.002,0,0.002,0.066,0.45
"114882","OK",40,20230703,"stable",0.741,33.279,19.283,26.281,26.281,21.281,18.281,16.281,14.281,11.284,8.333,6.463,5.619,2.946,1.074,0.728,0.439,0.222,0.093,0.031,0.004,0.052,0.338
"114883","OK",40,20230704,"stable",4.896,34.333,19.306,26.82,26.82,21.82,18.819,16.82,14.82,11.82,8.846,6.967,6.123,3.41,1.447,1.069,0.741,0.469,0.256,0.107,0,0.027,0.303
"114884","OK",40,20230705,"stable",1.734,34.506,20.567,27.537,27.537,22.537,19.537,17.537,15.537,12.537,9.541,7.571,6.633,3.653,1.561,1.159,0.811,0.52,0.292,0.141,0,0.004,0.096
"114885","OK",40,20230706,"stable",12.846,30.748,20.02,25.384,25.384,20.384,17.384,15.384,13.384,10.384,7.416,5.531,4.662,2.036,0.594,0.397,0.25,0.144,0.077,0.038,0,0.032,0.278
"114886","OK",40,20230707,"stable",12.349,29.145,19.747,24.446,24.446,19.446,16.446,14.446,12.446,9.446,6.489,4.629,3.787,1.328,0.192,0.1,0.042,0.012,0.001,0,0,0.043,0.341
"114887","OK",40,20230708,"stable",14.017,29.945,19.845,24.895,24.895,19.895,16.895,14.895,12.895,9.895,6.912,5.004,4.156,1.619,0.314,0.179,0.1,0.052,0.023,0.008,0,0.017,0.261
"114888","OK",40,20230709,"stable",28.566,30.706,18.602,24.654,24.654,19.654,16.654,14.654,12.654,9.656,6.752,4.997,4.226,1.835,0.401,0.216,0.094,0.029,0.006,0,0.002,0.098,0.571
"114889","OK",40,20230710,"stable",4.053,28.035,17.882,22.959,22.958,17.958,14.959,12.959,10.959,7.959,5.082,3.464,2.783,0.784,0.01,0,0,0,0,0,0.001,0.123,0.824
"114890","OK",40,20230711,"stable",18.134,31.557,19.343,25.45,25.45,20.45,17.45,15.45,13.45,10.45,7.464,5.612,4.785,2.202,0.533,0.27,0.096,0.031,0.011,0.003,0,0.013,0.335
"114891","OK",40,20230712,"stable",2.715,32.315,21.169,26.742,26.742,21.742,18.742,16.742,14.742,11.742,8.744,6.756,5.774,2.754,0.856,0.555,0.333,0.177,0.081,0.04,0,0.002,0.032
"114892","OK",40,20230713,"stable",1.9,35.846,23.202,29.524,29.524,24.524,21.524,19.524,17.524,14.524,11.524,9.528,8.534,4.857,2.311,1.812,1.365,0.973,0.64,0.376,0,0,0.009
"114893","OK",40,20230714,"stable",6.863,34.516,23.489,29.003,29.003,24.003,21.003,19.003,17.003,14.003,11.004,9.017,8.032,4.347,1.824,1.358,0.957,0.625,0.371,0.205,0,0.001,0.029
"114894","OK",40,20230715,"stable",6.664,33.477,21.59,27.534,27.534,22.534,19.534,17.534,15.534,12.534,9.537,7.56,6.609,3.386,1.244,0.859,0.541,0.293,0.125,0.038,0,0.003,0.075
"114895","OK",40,20230716,"stable",1.085,31.387,20.306,25.847,25.847,20.847,17.847,15.847,13.847,10.847,7.86,5.91,5.009,2.235,0.503,0.239,0.069,0.006,0,0,0,0.014,0.162
"114896","OK",40,20230717,"stable",1.861,32.827,20.645,26.736,26.736,21.736,18.736,16.736,14.736,11.736,8.741,6.769,5.817,2.906,0.984,0.653,0.389,0.191,0.065,0.011,0,0.006,0.081
"114897","OK",40,20230718,"stable",0.5,34.987,21.715,28.351,28.351,23.351,20.351,18.351,16.351,13.351,10.351,8.353,7.365,4.085,1.855,1.43,1.066,0.764,0.527,0.347,0,0,0.015
"114898","OK",40,20230719,"stable",0.005,37.884,23.584,30.734,30.734,25.734,22.734,20.734,18.734,15.734,12.734,10.735,9.74,5.995,3.227,2.67,2.16,1.696,1.279,0.913,0,0,0.007
"114899","OK",40,20230720,"stable",0.485,36.514,23.705,30.11,30.11,25.11,22.11,20.11,18.11,15.11,12.11,10.112,9.119,5.356,2.657,2.127,1.65,1.225,0.856,0.55,0,0,0.009
"114900","OK",40,20230721,"stable",12.345,34.42,21.679,28.049,28.049,23.049,20.049,18.049,16.049,13.049,10.053,8.095,7.161,3.899,1.636,1.207,0.833,0.52,0.281,0.137,0,0.004,0.112
"114901","OK",40,20230722,"stable",2.466,28.983,18.156,23.57,23.57,18.57,15.57,13.57,11.57,8.57,5.63,3.972,3.27,1.141,0.14,0.068,0.025,0.004,0,0,0,0.06,0.701
"114902","OK",40,20230723,"stable",0.034,31.097,17.879,24.488,24.488,19.488,16.488,14.488,12.488,9.488,6.522,4.865,4.156,1.86,0.377,0.161,0.047,0.017,0.005,0,0,0.034,0.668
"114903","OK",40,20230724,"stable",0.001,34.256,19.274,26.765,26.765,21.765,18.765,16.765,14.765,11.765,8.769,6.877,6.042,3.346,1.395,1.019,0.693,0.424,0.229,0.112,0,0.004,0.277
"114904","OK",40,20230725,"stable",0.003,36.371,21.434,28.902,28.902,23.902,20.902,18.902,16.902,13.902,10.902,8.909,7.939,4.695,2.37,1.902,1.479,1.104,0.783,0.528,0,0,0.037
"114905","OK",40,20230726,"stable",0.001,37.791,22.738,30.264,30.264,25.264,22.264,20.264,18.264,15.264,12.264,10.267,9.277,5.68,3.086,2.555,2.067,1.622,1.223,0.873,0,0,0.013
"114906","OK",40,20230727,"stable",0.007,37.064,22.882,29.973,29.973,24.973,21.973,19.973,17.973,14.973,11.973,9.973,8.977,5.346,2.777,2.257,1.782,1.355,0.975,0.649,0,0,0.004
"114907","OK",40,20230728,"stable",0.073,36.851,23.367,30.109,30.109,25.109,22.109,20.109,18.109,15.109,12.109,10.118,9.129,5.403,2.753,2.223,1.742,1.311,0.93,0.605,0,0,0.02
"114908","OK",40,20230729,"stable",0.085,37.067,22.743,29.905,29.905,24.905,21.905,19.905,17.905,14.905,11.905,9.91,8.92,5.316,2.765,2.247,1.774,1.347,0.968,0.641,0,0,0.015
"114909","OK",40,20230730,"stable",0.003,37.303,21.575,29.439,29.439,24.439,21.439,19.439,17.439,14.439,11.439,9.449,8.467,5.151,2.741,2.244,1.788,1.374,1.004,0.68,0,0,0.028
"114910","OK",40,20230731,"stable",0.016,37.924,21.681,29.803,29.802,24.802,21.802,19.802,17.802,14.802,11.802,9.819,8.844,5.478,3.014,2.502,2.029,1.596,1.205,0.858,0,0,0.042
"114911","OR",41,20230701,"stable",0.001,30.629,11.714,21.172,21.172,16.172,13.172,11.198,9.316,6.846,4.829,3.679,3.158,1.432,0.315,0.157,0.059,0.015,0.002,0,0.675,1.657,2.986
"114912","OR",41,20230702,"stable",0.002,29.902,11.045,20.473,20.473,15.473,12.473,10.503,8.674,6.319,4.392,3.292,2.795,1.169,0.212,0.096,0.032,0.008,0,0,0.846,1.918,3.321
"114913","OR",41,20230703,"stable",0.004,30.114,10.589,20.352,20.352,15.352,12.354,10.407,8.62,6.324,4.425,3.337,2.844,1.225,0.259,0.139,0.059,0.016,0.001,0,0.972,2.073,3.492
"114914","OR",41,20230704,"stable",0.003,28.951,10.317,19.634,19.634,14.634,11.635,9.71,7.944,5.71,3.871,2.827,2.359,0.859,0.083,0.021,0.002,0,0,0,1.076,2.237,3.725
"114915","OR",41,20230705,"stable",0.005,28.969,10.247,19.608,19.608,14.608,11.62,9.744,8.012,5.755,3.916,2.873,2.405,0.911,0.184,0.11,0.056,0.023,0.005,0.001,1.147,2.308,3.798
"114916","OR",41,20230706,"stable",0.012,30.536,10.704,20.62,20.62,15.62,12.622,10.712,8.941,6.591,4.652,3.541,3.035,1.355,0.309,0.168,0.086,0.035,0.01,0.001,0.971,2.032,3.415
"114917","OR",41,20230707,"stable",0.004,29.833,11.798,20.815,20.816,15.816,12.815,10.824,8.914,6.463,4.475,3.351,2.846,1.203,0.211,0.103,0.041,0.012,0.003,0.001,0.648,1.66,3.031
"114918","OR",41,20230708,"stable",0.189,29.007,11.75,20.378,20.378,15.378,12.378,10.394,8.524,6.102,4.149,3.068,2.592,1.083,0.222,0.113,0.049,0.018,0.005,0,0.724,1.771,3.214
"114919","OR",41,20230709,"stable",0.311,28.504,11.823,20.163,20.163,15.163,12.163,10.189,8.352,5.923,3.948,2.863,2.384,0.909,0.133,0.065,0.025,0.007,0,0,0.76,1.785,3.221
"114920","OR",41,20230710,"stable",0.084,29.873,11.698,20.785,20.785,15.785,12.786,10.813,8.974,6.547,4.549,3.432,2.932,1.322,0.357,0.213,0.109,0.043,0.012,0,0.762,1.764,3.147
"114921","OR",41,20230711,"stable",0.092,26.251,9.716,17.984,17.984,12.984,10.02,8.128,6.449,4.364,2.709,1.828,1.453,0.381,0.038,0.017,0.002,0,0,0,1.38,2.725,4.469
"114922","OR",41,20230712,"stable",0.005,27.914,9.248,18.581,18.581,13.583,10.656,8.802,7.132,5.034,3.306,2.334,1.901,0.573,0.032,0.01,0,0,0,0,1.453,2.724,4.32
"114923","OR",41,20230713,"stable",0.004,28.18,10.654,19.417,19.417,14.417,11.428,9.498,7.694,5.423,3.585,2.554,2.096,0.672,0.059,0.026,0.008,0,0,0,1.007,2.168,3.679
"114924","OR",41,20230714,"stable",0.001,28.545,11.174,19.86,19.86,14.86,11.861,9.905,8.059,5.703,3.803,2.735,2.258,0.744,0.046,0.01,0,0,0,0,0.844,1.943,3.399
"114925","OR",41,20230715,"stable",0,31.487,12.231,21.859,21.859,16.859,13.859,11.864,9.941,7.375,5.286,4.089,3.542,1.696,0.447,0.253,0.115,0.038,0.012,0.002,0.516,1.426,2.683
"114926","OR",41,20230716,"stable",0.004,33.943,13.701,23.822,23.822,18.822,15.822,13.822,11.833,9.057,6.732,5.408,4.8,2.7,1.14,0.837,0.573,0.354,0.185,0.073,0.235,0.91,1.978
"114927","OR",41,20230717,"stable",0.025,33.303,13.603,23.453,23.453,18.453,15.453,13.453,11.467,8.76,6.455,5.149,4.553,2.518,1.046,0.773,0.543,0.356,0.213,0.114,0.307,1.001,2.099
"114928","OR",41,20230718,"stable",0.037,27.519,10.339,18.929,18.929,13.929,10.934,8.993,7.243,5.053,3.283,2.302,1.873,0.605,0.099,0.051,0.023,0.006,0,0,1.124,2.353,3.944
"114929","OR",41,20230719,"stable",0,29.818,9.752,19.786,19.785,14.785,11.803,9.911,8.197,6.007,4.179,3.129,2.653,1.091,0.197,0.098,0.035,0.004,0,0,1.221,2.393,3.867
"114930","OR",41,20230720,"stable",0.004,31.929,12.009,21.969,21.969,16.969,13.969,11.974,10.065,7.534,5.46,4.268,3.724,1.89,0.603,0.378,0.205,0.09,0.027,0.002,0.565,1.491,2.755
"114931","OR",41,20230721,"stable",0.006,31.976,13.412,22.694,22.694,17.694,14.694,12.696,10.738,8.027,5.78,4.519,3.948,2.042,0.757,0.537,0.352,0.205,0.102,0.041,0.333,1.086,2.253
"114932","OR",41,20230722,"stable",0.004,32.51,13.291,22.9,22.9,17.9,14.9,12.915,10.969,8.289,6.022,4.745,4.164,2.203,0.833,0.593,0.391,0.232,0.116,0.051,0.389,1.122,2.264
"114933","OR",41,20230723,"stable",0,32.156,13.039,22.598,22.598,17.598,14.598,12.615,10.68,8.019,5.795,4.535,3.962,2.023,0.684,0.456,0.278,0.154,0.082,0.04,0.421,1.198,2.364
"114934","OR",41,20230724,"stable",0.026,31.741,12.955,22.348,22.348,17.348,14.348,12.35,10.407,7.795,5.596,4.354,3.79,1.898,0.629,0.418,0.251,0.127,0.052,0.017,0.446,1.248,2.441
"114935","OR",41,20230725,"stable",0.319,28.405,11.29,19.848,19.847,14.847,11.847,9.875,8.021,5.692,3.802,2.759,2.3,0.896,0.197,0.119,0.065,0.027,0.009,0,0.845,1.955,3.453
"114936","OR",41,20230726,"stable",0.054,27.138,10.12,18.629,18.629,13.629,10.64,8.727,6.997,4.833,3.088,2.125,1.705,0.482,0.046,0.017,0.003,0,0,0,1.204,2.459,4.076
"114937","OR",41,20230727,"stable",0.003,28.354,10.112,19.233,19.233,14.233,11.24,9.322,7.597,5.403,3.603,2.589,2.136,0.723,0.098,0.047,0.019,0.004,0,0,1.17,2.37,3.903
"114938","OR",41,20230728,"stable",0.006,27.744,10.644,19.194,19.194,14.194,11.201,9.264,7.481,5.232,3.411,2.399,1.952,0.598,0.065,0.029,0.01,0,0,0,1.038,2.217,3.757
"114939","OR",41,20230729,"stable",0.003,28.884,10.193,19.539,19.539,14.539,11.554,9.637,7.893,5.671,3.847,2.816,2.354,0.9,0.139,0.07,0.031,0.011,0,0,1.132,2.308,3.815
"114940","OR",41,20230730,"stable",0,29.268,10.914,20.091,20.091,15.091,12.095,10.151,8.366,6.051,4.144,3.073,2.594,1.087,0.247,0.132,0.06,0.021,0.004,0,0.96,2.053,3.504
"114941","OR",41,20230731,"stable",0,28.626,10.456,19.541,19.541,14.541,11.555,9.633,7.883,5.638,3.792,2.758,2.296,0.86,0.162,0.096,0.049,0.021,0.005,0,1.097,2.251,3.755
"114942","PA",42,20230701,"stable",0.257,27.111,16.998,22.054,22.054,17.054,14.054,12.054,10.054,7.059,4.273,2.814,2.206,0.464,0,0,0,0,0,0,0.005,0.219,1.152
"114943","PA",42,20230702,"stable",14.716,26.513,18.995,22.754,22.754,17.754,14.754,12.754,10.754,7.754,4.76,2.975,2.25,0.34,0,0,0,0,0,0,0,0.006,0.496
"114944","PA",42,20230703,"stable",12.89,26.14,18.645,22.393,22.393,17.393,14.393,12.393,10.393,7.393,4.405,2.732,2.065,0.425,0.018,0.002,0,0,0,0,0,0.012,0.672
"114945","PA",42,20230704,"stable",5.538,27.02,18.918,22.969,22.969,17.969,14.969,12.969,10.969,7.969,4.986,3.244,2.522,0.576,0.035,0.008,0.001,0,0,0,0,0.016,0.553
"114946","PA",42,20230705,"stable",0.943,28.683,17.428,23.056,23.055,18.055,15.055,13.055,11.055,8.056,5.234,3.687,3.017,0.989,0.071,0.018,0,0,0,0,0.001,0.179,0.961
"114947","PA",42,20230706,"stable",0.21,31.145,17.797,24.471,24.471,19.471,16.471,14.471,12.471,9.471,6.572,4.938,4.217,1.903,0.417,0.197,0.067,0.013,0,0,0,0.101,0.746
"114948","PA",42,20230707,"stable",2.534,31.11,18.896,25.003,25.003,20.003,17.003,15.003,13.003,10.003,7.009,5.222,4.444,1.974,0.411,0.183,0.053,0.008,0,0,0,0.006,0.441
"114949","PA",42,20230708,"stable",3.791,28.553,16.616,22.585,22.584,17.584,14.585,12.585,10.594,7.723,5.092,3.607,2.957,0.991,0.102,0.035,0.006,0,0,0,0.139,0.508,1.372
"114950","PA",42,20230709,"stable",2.257,28.614,17.791,23.203,23.203,18.203,15.203,13.203,11.203,8.212,5.396,3.798,3.102,1.012,0.09,0.028,0.002,0,0,0,0.01,0.193,0.9
"114951","PA",42,20230710,"stable",22.257,24.463,16.65,20.557,20.557,15.557,12.557,10.557,8.557,5.557,2.857,1.587,1.093,0.1,0,0,0,0,0,0,0.001,0.301,1.536
"114952","PA",42,20230711,"stable",0.365,26.822,13.648,20.235,20.235,15.235,12.235,10.235,8.24,5.524,3.398,2.267,1.779,0.364,0.001,0,0,0,0,0,0.289,1.163,2.544
"114953","PA",42,20230712,"stable",0.15,28.628,16.002,22.315,22.315,17.315,14.315,12.315,10.315,7.325,4.72,3.341,2.743,0.882,0.04,0.007,0,0,0,0,0.01,0.406,1.428
"114954","PA",42,20230713,"stable",7.192,28.572,17.895,23.234,23.234,18.234,15.234,13.234,11.234,8.234,5.303,3.699,3.023,0.996,0.102,0.036,0.007,0,0,0,0,0.07,0.789
"114955","PA",42,20230714,"stable",2.474,29.832,17.734,23.783,23.783,18.783,15.783,13.783,11.783,8.789,5.979,4.396,3.701,1.51,0.299,0.154,0.065,0.019,0.002,0,0.006,0.196,0.918
"114956","PA",42,20230715,"stable",2.897,28.931,17.339,23.135,23.135,18.135,15.135,13.135,11.135,8.139,5.331,3.786,3.118,1.072,0.095,0.033,0.004,0,0,0,0.005,0.197,0.984
"114957","PA",42,20230716,"stable",11.707,29.823,19.18,24.501,24.501,19.501,16.501,14.501,12.501,9.501,6.521,4.706,3.922,1.505,0.185,0.074,0.022,0.002,0,0,0,0.02,0.421
"114958","PA",42,20230717,"stable",1.545,27.546,17.451,22.498,22.499,17.499,14.498,12.498,10.498,7.499,4.652,3.119,2.475,0.61,0.012,0.002,0,0,0,0,0,0.154,0.977
"114959","PA",42,20230718,"stable",6.577,28.114,17.076,22.595,22.595,17.595,14.595,12.595,10.595,7.596,4.789,3.31,2.68,0.781,0.047,0.012,0.001,0,0,0,0.001,0.194,1.085
"114960","PA",42,20230719,"stable",1.114,26.686,16.075,21.38,21.38,16.38,13.38,11.38,9.381,6.458,3.915,2.56,1.99,0.401,0.014,0.003,0,0,0,0,0.078,0.534,1.61
"114961","PA",42,20230720,"stable",1.134,27.284,15.561,21.423,21.423,16.423,13.423,11.423,9.423,6.536,4.058,2.723,2.156,0.486,0.01,0.002,0,0,0,0,0.114,0.635,1.734
"114962","PA",42,20230721,"stable",22.617,28.335,15.717,22.026,22.026,17.026,14.026,12.026,10.026,7.05,4.5,3.161,2.58,0.779,0.023,0.005,0,0,0,0,0.024,0.475,1.554
"114963","PA",42,20230722,"stable",0.304,25.542,13.801,19.671,19.671,14.671,11.671,9.671,7.674,4.951,2.851,1.768,1.313,0.159,0,0,0,0,0,0,0.279,1.18,2.641
"114964","PA",42,20230723,"stable",0.004,26.513,13.556,20.034,20.034,15.034,12.034,10.034,8.038,5.315,3.222,2.113,1.635,0.273,0,0,0,0,0,0,0.281,1.188,2.601
"114965","PA",42,20230724,"stable",0.616,28.14,15.493,21.817,21.817,16.817,13.817,11.817,9.817,6.875,4.408,3.077,2.5,0.734,0.022,0.002,0,0,0,0,0.058,0.591,1.683
"114966","PA",42,20230725,"stable",5.653,27.941,16.228,22.085,22.085,17.085,14.085,12.085,10.085,7.094,4.459,3.075,2.482,0.689,0.01,0,0,0,0,0,0.009,0.374,1.397
"114967","PA",42,20230726,"stable",5.643,26.478,15.348,20.913,20.913,15.913,12.913,10.913,8.913,5.948,3.521,2.29,1.767,0.309,0.002,0,0,0,0,0,0.035,0.608,1.854
"114968","PA",42,20230727,"stable",9.259,29.504,18.218,23.861,23.861,18.861,15.861,13.861,11.861,8.861,5.927,4.243,3.521,1.301,0.119,0.034,0.004,0,0,0,0,0.067,0.66
"114969","PA",42,20230728,"stable",3.261,29.763,18.719,24.241,24.241,19.241,16.241,14.241,12.241,9.241,6.328,4.602,3.838,1.497,0.256,0.124,0.052,0.016,0.002,0,0,0.087,0.597
"114970","PA",42,20230729,"stable",7.594,31.395,19.279,25.338,25.337,20.337,17.337,15.337,13.337,10.337,7.351,5.505,4.694,2.148,0.528,0.295,0.151,0.066,0.021,0.004,0,0.013,0.356
"114971","PA",42,20230730,"stable",6.02,28.161,14.16,21.16,21.16,16.16,13.16,11.16,9.165,6.373,4.118,2.914,2.386,0.779,0.118,0.061,0.025,0.007,0.001,0,0.213,0.958,2.226
"114972","PA",42,20230731,"stable",0.947,25.083,12.987,19.035,19.035,14.035,11.035,9.035,7.09,4.533,2.557,1.544,1.122,0.12,0,0,0,0,0,0,0.498,1.522,3.088
"114973","RI",44,20230701,"stable",0.001,27.182,16.195,21.688,21.688,16.688,13.688,11.688,9.688,6.688,4.006,2.68,2.112,0.446,0,0,0,0,0,0,0,0.318,1.424
"114974","RI",44,20230702,"stable",0.104,27.137,17.563,22.35,22.35,17.35,14.349,12.349,10.349,7.35,4.409,2.891,2.263,0.452,0,0,0,0,0,0,0,0.059,0.913
"114975","RI",44,20230703,"stable",6.421,25.659,19.556,22.608,22.608,17.608,14.608,12.608,10.608,7.608,4.608,2.679,1.921,0.097,0,0,0,0,0,0,0,0,0.313
"114976","RI",44,20230704,"stable",4.815,29.211,20.704,24.958,24.958,19.958,16.958,14.957,12.957,9.957,6.957,4.957,3.987,1.337,0.037,0,0,0,0,0,0,0,0.03
"114977","RI",44,20230705,"stable",23.997,26.544,19.479,23.011,23.011,18.011,15.011,13.011,11.011,8.011,5.011,3.074,2.319,0.322,0,0,0,0,0,0,0,0,0.308
"114978","RI",44,20230706,"stable",0,30.325,20.182,25.253,25.253,20.253,17.253,15.253,13.253,10.253,7.253,5.253,4.355,1.752,0.266,0.113,0.015,0,0,0,0,0,0.102
